Object Name,Form ID,Editor ID,Category
Moonmoth Legion Fort,01480039,MoonmothSLegionSFort,CELL
"Moonmoth Legion Fort, Interior",014802A0,MoonmothSLegionSFortVSInterior,CELL
"Moonmoth Legion Fort, Prison Towers",014802A1,MoonmothSLegionSFortVSPrisonSTowers,CELL
Morahame,0001662E,Morahame,CELL
Moranda,00016646,Moranda,CELL
Moranda Abaspania,00049F9C,Moranda03,CELL
Moranda Aratasel,00049F9D,Moranda02,CELL
Morvayn Manor,014802A2,MorvaynSManor,CELL
Morvayn's Peacemakers,000308CE,AnvilMorvaynsPeacemakers,CELL
Moslin's Basement,0009C464,HackdirtMoslinsDryGoodsBasement,CELL
Moslin's Dry Goods,000280AB,HackdirtMoslinsDryGoods,CELL
Moslin's Guest Rooms,00093562,HackdirtMoslinsInnRoom02B,CELL
Moslin's Inn,000280AD,HackdirtMoslinsInn,CELL
Moslin's Room,00093561,HackdirtMoslinsInnRoom01,CELL
Moss Rock Cavern,00014983,MossRockCavern,CELL
Moth Priest's Quarters,0003ABFD,ICPalacePrivateQuarters,CELL
Mount Assarnibibi,01480007,MountSAssarnibibi,CELL
Mount Kand,01480010,MountSKand,CELL
"Mount Kand, Cavern",014802A3,MountSKandVSCavern,CELL
Mournhold,014804C8,Mournhold,CELL
Mournhold Temple,014804C9,MournholdSTemple,CELL
Mournhold Temple: Basement,014804CA,MournholdSTempleXSBasement,CELL
Mournhold Temple: Hall of Ministry,014804CB,MournholdSTempleXSHallSofSMinistry,CELL
Mournhold Temple: High Chapel,014804CC,MournholdSTempleXSHighSChapel,CELL
Mournhold Temple: Infirmary,014804CD,MournholdSTempleXSInfirmary,CELL
Mournhold Temple: Office of the Lord Archcanon,014804CE,MournholdSTempleXSOfficeSofStheSLordSArchcanon,CELL
Mournhold Temple: Reception Area,014804CF,MournholdSTempleXSReceptionSArea,CELL
"Mournhold, Andoren Manor",014804D0,MournholdVSAndorenSManor,CELL
"Mournhold, Armory",014804D1,MournholdVSArmory,CELL
"Mournhold, Bookseller",014804D2,MournholdVSBookseller,CELL
"Mournhold, Clothier",014804D3,MournholdVSClothier,CELL
"Mournhold, Craftsmen's Hall",014804D4,MournholdVSCraftsmenAsSHall,CELL
"Mournhold, Geon Auline's House",014804D5,MournholdVSGeonSAulineAsSHouse,CELL
"Mournhold, Ignatius Flaccus' House",014804D8,MournholdVSIgnatiusSFlaccusASHouse,CELL
"Mournhold, Llethan Manor",014804D9,MournholdVSLlethanSManor,CELL
"Mournhold, Magic Shop",014804DA,MournholdVSMagicSShop,CELL
"Mournhold, Museum of Artifacts",014804DB,MournholdVSMuseumSofSArtifacts,CELL
"Mournhold, Pawnbroker",014804DC,MournholdVSPawnbroker,CELL
"Mournhold, Royal Palace",014804DE,MournholdVSRoyalSPalace,CELL
"Mournhold, Royal Palace Throne Room",014804DF,MournholdVSRoyalSPalaceSThroneSRoom,CELL
"Mournhold, Royal Palace: Barenziah's Chambers",014804E0,MournholdVSRoyalSPalaceXSBarenziahAsSChambers,CELL
"Mournhold, Royal Palace: Basement",014804E1,MournholdVSRoyalSPalaceXSBasement,CELL
"Mournhold, Royal Palace: Guards' Quarters",014804E3,MournholdVSRoyalSPalaceXSGuardsASQuarters,CELL
"Mournhold, Royal Palace: Helseth's Chambers",014804E4,MournholdVSRoyalSPalaceXSHelsethAsSChambers,CELL
"Mournhold, Royal Palace: Imperial Cult Services",014804E5,MournholdVSRoyalSPalaceXSImperialSCultSServices,CELL
"Mournhold, Royal Palace: Jail",014804E6,MournholdVSRoyalSPalaceXSJail,CELL
"Mournhold, Royal Palace: Legion Depot",014804E7,MournholdVSRoyalSPalaceXSLegionSDepot,CELL
"Mournhold, Royal Palace: Reception Area",014804E8,MournholdVSRoyalSPalaceXSReceptionSArea,CELL
"Mournhold, Sadri Manor",014804E9,MournholdVSSadriSManor,CELL
"Mournhold, Secret Office",014804EA,MournholdVSSecretSOffice,CELL
"Mournhold, The Winged Guar",014804EC,MournholdVSTheSWingedSGuar,CELL
"Mournhold, Thendas Manor",014804ED,MournholdVSThendasSManor,CELL
"Mournhold, Trader",014804EE,MournholdVSTrader,CELL
"Mournhold, Vacant Manor",014804EF,MournholdVSVacantSManor,CELL
"Mournhold, Velas Manor",014804F0,MournholdVSVelasSManor,CELL
Mouth of the Serpent,00015E27,PalePass,CELL
Muck Valley Cavern,00030FCF,MuckValleyCavern,CELL
Mudan Grotto,014802A4,MudanSGrotto,CELL
"Mudan, Central Vault",014802A5,MudanVSCentralSVault,CELL
"Mudan, Lost Dwemer Checkpoint",014802A6,MudanVSLostSDwemerSCheckpoint,CELL
"Mudan, Right Tower",014802A7,MudanVSRightSTower,CELL
Mudan-Mul Egg Mine,014802A8,MudanTMulSEggSMine,CELL
Mul Grotto,014802A9,MulSGrotto,CELL
Museum of Oddities,00012317,SENSMuseumofOddities,CELL
Muurine's House,0001230B,SENSMuurinesHouse,CELL
Muurine's House Upstairs,0001230A,SENSMuurinesHouseUpstairs,CELL
Mystic Archives,0002C177,ICArcaneUniversityMysticArchives,CELL
Mystic Archives Upper Level,000855A8,ICArcaneUniversityMysticArchivesUpstairs,CELL
Mystic Emporium,0002C163,ICMarketDistrictMysticEmporium,CELL
Mystic Emporium Basement,00049E29,ICMarketDistrictMysticEmporiumBasement,CELL
Mystic Emporium Private Quarters,0004B953,ICMarketDistrictMysticEmporiumUpstairs,CELL
Myvryna Arano's House,00035298,ICWaterfrontMyvrynaAranoHouse,CELL
Mzahnch,014802AA,Mzahnch,CELL
Mzahnch Lower Level,014802AB,MzahnchSLowerSLevel,CELL
Mzahnch Ruin,01480019,MzahnchSRuin,CELL
Mzanchend,014802AC,Mzanchend,CELL
Mzuleft,014802AD,Mzuleft,CELL
Mzuleft Ruin,0148001B,MzuleftSRuin,CELL
Nagastani,000817C8,Nagastani,CELL
Nagastani Sedorsel,000817C7,Nagastani02,CELL
Nallit,014802AE,Nallit,CELL
Nammu,014802AF,Nammu,CELL
Nanette Don's House,00012D3E,SEPasswallNanettesHouse,CELL
Narfinsel,0001663B,Narfinsel,CELL
Natatorium of Wound Bled Tears,00010A6A,XPGardens03,CELL
Natch Pinder's House,000280AF,HackdirtNatchPindersHouse,CELL
Natural Caverns,000380BD,ImperialDungeon05,CELL
Nchardahrk,014802B0,Nchardahrk,CELL
Nchardumz,014802B1,Nchardumz,CELL
Nchardumz Lower Level,014802B2,NchardumzSLowerSLevel,CELL
Nchuleft,014802B3,Nchuleft,CELL
Nchuleft Ruin,01480018,NchuleftSRuin,CELL
Nchuleftingth,01480013,Nchuleftingth,CELL
"Nchuleftingth, Lower Levels",014802B4,NchuleftingthVSLowerSLevels,CELL
"Nchuleftingth, Test of Pattern",014802B5,NchuleftingthVSTestSofSPattern,CELL
"Nchuleftingth, Upper Levels",014802B6,NchuleftingthVSUpperSLevels,CELL
Nchurdamz,01480003,Nchurdamz,CELL
"Nchurdamz, Interior",014802B7,NchurdamzVSInterior,CELL
Necromancer's Asylum,00016884,Mackamentain03,CELL
"Neglected Shipwreck, Cabin",014802B8,NeglectedSShipwreckVSCabin,CELL
"Neglected Shipwreck, Lower Level",014802B9,NeglectedSShipwreckVSLowerSLevel,CELL
"Neglected Shipwreck, Upper Level",014802BA,NeglectedSShipwreckVSUpperSLevel,CELL
Nelas Ancestral Tomb,014802BB,NelasSAncestralSTomb,CELL
Nenalata,0001663E,Nenalata,CELL
Nenalata Sel Aran Arpena,000A7542,Nenalata03,CELL
Nenalata Wendesel,000A7543,Nenalata02,CELL
Nenyond Twyll,00016635,NenyondTwyll,CELL
Nenyond Twyll Riellesel,00090538,NenyondTwyll02,CELL
Nerano Ancestral Tomb,014802BC,NeranoSAncestralSTomb,CELL
Nerastarel's House,00027D55,SkingradNerastarelsHouse,CELL
Nerastarel's House Upstairs,0002D734,SkingradNerastarelsHouseUpstairs,CELL
Newheim the Portly's House,000308C4,AnvilNewheimThePortlysHouse,CELL
Newlands Lodge,0002B72A,CheydinhalNewlandsLodge,CELL
Newt Cave,000149AE,NewtCave,CELL
Newt Cave Breezeways,0008B334,NewtCave03,CELL
Newt Cave Chapels of Light,0008B335,NewtCave02,CELL
Nilera's Farmhouse,014802BD,NileraAsSFarmhouse,CELL
Nimawia Grotto,014802BE,NimawiaSGrotto,CELL
Ninendava,00016642,Ninendava,CELL
Niryastare,0001662A,Niryastare,CELL
Niryastare Silaseli,0009DAFF,Niryastare02,CELL
Nisin Cave,000149B6,NisinCave,CELL
Nisin Cave,00033D34,TestFrank,CELL
Nissintu,014802BF,Nissintu,CELL
Nivan Dalvilu's House,0001EB92,BleakersWayNivalDalvilusHouse,CELL
Nonungalo,000A04E9,Nonungalo,CELL
Nonwyll Cavern,0002E57B,NonwyllCavern,CELL
Nonwyll Chamber of the Titans,0003835B,NonwyllCavern02,CELL
Nord Winds,000302F1,BrumaNordWinds,CELL
Norenen-dur,014804F1,NorenenTdur,CELL
"Norenen-dur, Basilica of Divine Whispers",014804F2,NorenenTdurVSBasilicaSofSDivineSWhispers,CELL
"Norenen-dur, Citadel of Myn Dhrur",014804F3,NorenenTdurVSCitadelSofSMynSDhrur,CELL
"Norenen-dur, The Grand Stair",014804F4,NorenenTdurVSTheSGrandSStair,CELL
"Norenen-dur, The Teeth that Gnash",014804F5,NorenenTdurVSTheSTeethSthatSGnash,CELL
"Norenen-dur, The Wailingdelve",014804F6,NorenenTdurVSTheSWailingdelve,CELL
Nornal,0001664D,Nornal,CELL
Nornal Ageasel,00024F22,Nornal02,CELL
Nornal Goriluch,00024F1A,Nornal03,CELL
Nornal Varlasel,0003337F,Nornal04,CELL
Nornalhorst,00016625,Nornalhorst,CELL
Nornalhorst Sel Gandrevla,000A3DFB,Nornalhorst02,CELL
North Country Stables,0003427D,ChorrolNorthCountryStables,CELL
North Watch Barracks,00051055,ICImperialLegionWatchTowerNGuardQuarters,CELL
North Watch Barracks,00051054,ICImperialLegionWatchTowerNTopGuardQuarters,CELL
North Watch Captain's Quarters,00053981,ICImperialLegionWatchTowerNCaptainsQuarters,CELL
North Watch Tower,00016328,ICImperialLegionWatchTowerN,CELL
Northeast Wall Tower,0000365F,ChorrolCastleWallTowerNE,CELL
Northeast Watch Barracks,00051053,ICImperialLegionWatchTowerNEGuardQuarters,CELL
Northeast Watch Barracks,00051052,ICImperialLegionWatchTowerNETopGuardQuarters,CELL
Northeast Watch Captain's Quarters,00053980,ICImperialLegionWatchTowerNECaptainsQuarters,CELL
Northeast Watch Tower,000173AD,ICImperialLegionWatchTowerNE,CELL
Northern Goods and Trade,00000807,ChorrolNorthernGoodsAndTrade,CELL
Northwest Wall Tower,00003661,ChorrolCastleWallTowerNW,CELL
Northwest Watch  Tower,0001634B,ICImperialLegionWatchTowerNW,CELL
Northwest Watch Barracks,00051051,ICImperialLegionWatchTowerNWGuardQuarters,CELL
Northwest Watch Barracks,00051050,ICImperialLegionWatchTowerNWTopGuardQuarters,CELL
Northwest Watch Captain's Quarters,0005397F,ICImperialLegionWatchTowerNWCaptainsQuarters,CELL
Norvayn Ancestral Tomb,014802C0,NorvaynSAncestralSTomb,CELL
Novaroma,000302F2,BrumaNovaroma,CELL
NPC Combat AI Warehouse,00000CE2,WarehouseNPCCombatAI,CELL
Nund,014802C1,Nund,CELL
Oaken-Hull's Private Rooms,0008331E,AnvilHeinrichOakenHallsHouseSecondFloor,CELL
Object Avoidance Warehouse,000291A1,WarehouseObjectAvoid,CELL
"Obscure Shipwreck, Cabin",014802C2,ObscureSShipwreckVSCabin,CELL
"Obscure Shipwreck, Lower Level",014802C3,ObscureSShipwreckVSLowerSLevel,CELL
"Obscure Shipwreck, Upper Level",014802C4,ObscureSShipwreckVSUpperSLevel,CELL
Odai Plateau,01480045,OdaiSPlateau,CELL
Odaishah,014802C5,Odaishah,CELL
Odibaal,014802C6,Odibaal,CELL
Odiil Farm,0005DB1E,OdiilFarm,CELL
Odirnamat,014802C7,Odirnamat,CELL
Odirniran,014802C8,Odirniran,CELL
"Odirniran, Tower",014802C9,OdirniranVSTower,CELL
Odrosal,01480029,Odrosal,CELL
"Odrosal, Dwemer Training Academy",014802CA,OdrosalVSDwemerSTrainingSAcademy,CELL
"Odrosal, Tower",014802CB,OdrosalVSTower,CELL
Office of Imperial Commerce,0002C15F,ICMarketDistrictOfficeofImperialCommerce,CELL
Office of Imperial Commerce Basement,00049E25,ICMarketDistrictOfficeBasement,CELL
Office of Imperial Commerce Private Quarters,0004BF92,ICMarketDistrictOfficeUpstairs,CELL
Oghash Gra-Magul's House,0003041B,CheydinhalMagulHouse,CELL
Ohtimbar's House,0003041E,CheydinhalOhtimbarsHouse,CELL
Olav's Tap and Tack,000302F4,BrumaOlavsTapAndTack,CELL
Old Mournhold: Abandoned Crypt,014804F7,OldSMournholdXSAbandonedSCrypt,CELL
Old Mournhold: Abandoned Passageway,014804F8,OldSMournholdXSAbandonedSPassageway,CELL
Old Mournhold: Armory Ruins,014804F9,OldSMournholdXSArmorySRuins,CELL
Old Mournhold: Battlefield,014804FA,OldSMournholdXSBattlefield,CELL
Old Mournhold: Bazaar Sewers,014804FB,OldSMournholdXSBazaarSSewers,CELL
Old Mournhold: City Gate,014804FC,OldSMournholdXSCitySGate,CELL
Old Mournhold: Forgotten Sewer,014804FD,OldSMournholdXSForgottenSSewer,CELL
Old Mournhold: Gedna Relvel's Tomb,014804FE,OldSMournholdXSGednaSRelvelAsSTomb,CELL
Old Mournhold: Manor District,014804FF,OldSMournholdXSManorSDistrict,CELL
"Old Mournhold: Moril Manor, Courtyard",01480500,OldSMournholdXSMorilSManorVSCourtyard,CELL
"Old Mournhold: Moril Manor, East Building",01480501,OldSMournholdXSMorilSManorVSEastSBuilding,CELL
"Old Mournhold: Moril Manor, North Building",01480502,OldSMournholdXSMorilSManorVSNorthSBuilding,CELL
Old Mournhold: Palace Sewers,01480503,OldSMournholdXSPalaceSSewers,CELL
Old Mournhold: Residential Ruins,01480504,OldSMournholdXSResidentialSRuins,CELL
Old Mournhold: Residential Sewers,01480505,OldSMournholdXSResidentialSSewers,CELL
Old Mournhold: Tears of Amun-Shae,01480506,OldSMournholdXSTearsSofSAmunTShae,CELL
Old Mournhold: Temple Catacombs,01480507,OldSMournholdXSTempleSCatacombs,CELL
Old Mournhold: Temple Crypt,01480508,OldSMournholdXSTempleSCrypt,CELL
Old Mournhold: Temple Gardens,01480509,OldSMournholdXSTempleSGardens,CELL
Old Mournhold: Temple Sewers,0148050A,OldSMournholdXSTempleSSewers,CELL
Old Mournhold: Temple Sewers East,0148050B,OldSMournholdXSTempleSSewersSEast,CELL
Old Mournhold: Temple Sewers West,0148050C,OldSMournholdXSTempleSSewersSWest,CELL
Old Mournhold: Temple Shrine,0148050D,OldSMournholdXSTempleSShrine,CELL
Old Mournhold: Teran Hall,0148050E,OldSMournholdXSTeranSHall,CELL
"Old Mournhold: Teran Hall, East Bldg",0148050F,OldSMournholdXSTeranSHallVSEastSBldg,CELL
Old Mournhold: West Sewers,01480510,OldSMournholdXSWestSSewers,CELL
Omalen Ancestral Tomb,014802CC,OmalenSAncestralSTomb,CELL
Omani Manor,014802CD,OmaniSManor,CELL
Omaren Ancestral Tomb,014802CE,OmarenSAncestralSTomb,CELL
Ondo,00016633,Ondo,CELL
Ondo Canohaelia,000A04E7,Ondo02,CELL
One Stop Bandit Shop,000A145B,WarehouseCaveBandit,CELL
Ongar's House,000302E6,BrumaOngarsHouse,CELL
"Onnissiralis, Shrine",014802CF,OnnissiralisVSShrine,CELL
Ontus Vanin's Basement,0003CEE2,ICTalosPlazaOntusVaninsHouseBasement,CELL
Ontus Vanin's House,0002C1A8,ICTalosPlazaOntusVaninsHouse,CELL
Ontus Vanin's Private Quarters,0003AD18,ICTalosPlazaOntusVaninsHouseUpstairs,CELL
Onyx Canyon Bridge,000A5ADE,OnyxCaverns02,CELL
Onyx Caverns,000A5ADF,OnyxCaverns,CELL
Orethi Ancestral Tomb,014802D0,OrethiSAncestralSTomb,CELL
Orinthal's House,00012307,SENSOrinthalsHouse,CELL
Ormil's Cabin,00014725,ICWaterfrontTheBloatedFloatCabin,CELL
Othrelas Ancestral Tomb,014802D1,OthrelasSAncestralSTomb,CELL
Othrelos' Basement,0003EF30,ICElvenGardensOthrelosHouseBasement,CELL
Othrelos' House,0002C1BA,ICElvenGardensOthrelosHouse,CELL
Othrelos' Private Quarters,0003EF2E,ICElvenGardensOthrelosHouseUpstairs,CELL
Otumeel's House,00030527,LeyawiinOtumeelsHouse,CELL
Outlaw Endre's Cave,000149BD,OutlawEndresCave,CELL
Outlaw Endre's Hideout,00027F3C,OutlawEndresCave02,CELL
Palace Basement,000B985E,ICPalaceCrypt,CELL
Palansour,014802D2,Palansour,CELL
Panabanit-Nimawia Egg Mine,014802D3,PanabanitTNimawiaSEggSMine,CELL
Panat,014802D4,Panat,CELL
Panud Egg Mine,014802D5,PanudSEggSMine,CELL
Paradise Cave,0005D36A,TestParadiseCave,CELL
Pathgrid Testing Warehouse,0002571B,WarehousePathgrids,CELL
Pelagiad,01480037,Pelagiad,CELL
"Pelagiad, Adanja's House",014802D6,PelagiadVSAdanjaAsSHouse,CELL
"Pelagiad, Ahnassi's House",014802D7,PelagiadVSAhnassiAsSHouse,CELL
"Pelagiad, Dralas Gilu's House",014802D8,PelagiadVSDralasSGiluAsSHouse,CELL
"Pelagiad, Erval's House",014802D9,PelagiadVSErvalAsSHouse,CELL
"Pelagiad, Farusea Salas' House",014802DA,PelagiadVSFaruseaSSalasASHouse,CELL
"Pelagiad, Fort Pelagiad",014802DB,PelagiadVSFortSPelagiad,CELL
"Pelagiad, Guard Tower",014802DC,PelagiadVSGuardSTower,CELL
"Pelagiad, Halfway Tavern",014802DD,PelagiadVSHalfwaySTavern,CELL
"Pelagiad, Ignatius Flaccus' House",01480511,PelagiadVSIgnatiusSFlaccusASHouse,CELL
"Pelagiad, Junal-lei's House",014802DE,PelagiadVSJunalTleiAsSHouse,CELL
"Pelagiad, Madres Navur's House",014802DF,PelagiadVSMadresSNavurAsSHouse,CELL
"Pelagiad, Mebestien Ence: Trader",014802E0,PelagiadVSMebestienSEnceXSTrader,CELL
"Pelagiad, Murberius Harmevus' House",014802E1,PelagiadVSMurberiusSHarmevusASHouse,CELL
"Pelagiad, North Wall",014802E2,PelagiadVSNorthSWall,CELL
"Pelagiad, South Wall",014802E3,PelagiadVSSouthSWall,CELL
"Pelagiad, Uulernil: Armorer",014802E4,PelagiadVSUulernilSXSArmorer,CELL
Pennus Mallius' Basement,0004D855,ICTempleDistrictPennusMalliusBasement,CELL
Pennus Mallius' House,0002C183,ICTempleDistrictPennusMalliusHouse,CELL
Pennus Mallius' Private Quarters,0004EDA9,ICTempleDistrictPennusMalliusHouseUpstairs,CELL
Perennia's Ghost Holding Cell,0006C4D9,DarkGhostCell,CELL
Peryite World TEMP,0001EB93,PeryiteWorldTEMP,CELL
Philip Franc's House,000313B8,BlankenMarchHouse03,CELL
Piernette's Farmhouse,014802E5,PiernetteAsSFarmhouse,CELL
Pillaged Mine,00015E45,PillagedMine,CELL
Pillaged Mine Limestone Works,0005F48A,PillagedMine02,CELL
Pinarus Inventius' House,000308C6,AnvilPinarusInventiusHouse,CELL
Pinnacle Rock,0001035F,XPPinnacleRock03Extra,CELL
"Pinnacle Rock, Font of Rebirth",0001034D,XPPinnacleRock05,CELL
"Pinnacle Rock, Hall of Devotion",00010344,XPPinnacleRock04,CELL
"Pinnacle Rock, Hall of Honor",0001034C,XPPinnacleRock01,CELL
"Pinnacle Rock, Hall of Reverence",00010337,XPPinnacleRock02,CELL
Pinsun,014802E6,Pinsun,CELL
Piran,014802E7,Piran,CELL
Piukanda,0001663D,Piukanda,CELL
Piukanda Ceyede,000A04EB,Piukanda03,CELL
Piukanda Edesel,000A04EC,Piukanda02,CELL
Plane of the Unifrykke,0006B433,TestJoel,CELL
Plundered Mine,00015C37,PlunderedMine,CELL
Plundered Mine Abandoned Works,0005F489,PlunderedMine02,CELL
Portals of Natural Disaster,00047547,OblivionRD002Citadel,CELL
Pothole Caverns,000149AD,PotholeCaverns,CELL
Practice Rooms,0002C174,ICArcaneUniversityPracticeRooms,CELL
Practice Rooms Upper Level,000855A9,ICArcaneUniversityPracticeRoomsUpstairs,CELL
Praxographical Center,0002C178,ICArcaneUniversitySpellmaker,CELL
Praxographical Center Upper Level,000855A6,ICArcaneUniversitySpellmakerUpstairs,CELL
"Prelude Shipwreck, Cabin",014802E8,PreludeSShipwreckVSCabin,CELL
"Prelude Shipwreck, Lower Level",014802E9,PreludeSShipwreckVSLowerSLevel,CELL
"Prelude Shipwreck, Upper Level",014802EA,PreludeSShipwreckVSUpperSLevel,CELL
Prison Test,0004574F,SENSPrison,CELL
Prison Test,00044D1A,XPPrisonTest01,CELL
Private Quarters,00007966,AnvilCastlePrivateQuarters,CELL
Private Quarters East Wing,0004CB0B,BravilCastlePrivateQuartersEastWing,CELL
Pudai Egg Mine,014802EB,PudaiSEggSMine,CELL
"Pudai Egg Mine, Queen's Lair",014802EC,PudaiSEggSMineVSQueenAsSLair,CELL
Pulk,014802ED,Pulk,CELL
Punabi,014802EE,Punabi,CELL
Punammu,014802EF,Punammu,CELL
Punsabanit,014802F0,Punsabanit,CELL
Quake Ruin,0004F08A,OblivionRD004SubmergedTower,CELL
Quickwater Cave,000149B5,QuickwaterCave,CELL
Quickwater Sump,00051EE5,QuickwaterCave02,CELL
Quill-Weave's House,000308C2,AnvilQuillWeavesHouse,CELL
Ra'Jahirr's House,0003052A,LeyawiinRaJahirrsHouse,CELL
Ra'jhan's Basement,00047C9F,ICElvenGardensRajhansHouseBasement,CELL
Ra'jhan's House,0002C1B7,ICElvenGardensRajhansHouse,CELL
Ra'jhan's Private Quarters,00047C99,ICElvenGardensRajhansHouseUpstairs,CELL
Ra'jiradh's Basement,0003CEE3,ICTalosPlazaRajiradhsHouseBasement,CELL
Ra'jiradh's House,0002C1A4,ICTalosPlazaRajiradhsHouse,CELL
Ra'jiradh's Private Quarters,0003D9A4,ICTalosPlazaRajiradhsHouseUpstairs,CELL
"Ramimilk, Shrine",014802F1,RamimilkVSShrine,CELL
Ranaline's House,0002FF4A,BravilRanalineHouse,CELL
Randas Ancestral Tomb,014802F2,RandasSAncestralSTomb,CELL
Ravaged Mine,00015C3E,RavagedMine,CELL
Ravel Ancestral Tomb,014802F3,RavelSAncestralSTomb,CELL
Raven Rock,01480529,RavenSRock,CELL
"Raven Rock, Abandoned Mine Shaft",01480537,RavenSRockVSAbandonedSMineSShaft,CELL
"Raven Rock, Afer Flaccus' House",01480538,RavenSRockVSAferSFlaccusASHouse,CELL
"Raven Rock, Bar",01480539,RavenSRockVSBar,CELL
"Raven Rock, Factor's Estate",0148053A,RavenSRockVSFactorAsSEstate,CELL
"Raven Rock, Garnas Uvalen's House",0148053B,RavenSRockVSGarnasSUvalenAsSHouse,CELL
"Raven Rock, Gidar Verothan's House",0148053C,RavenSRockVSGidarSVerothanAsSHouse,CELL
"Raven Rock, Gratian Caerellius' House",0148053D,RavenSRockVSGratianSCaerelliusASHouse,CELL
"Raven Rock, Mine",0148053E,RavenSRockVSMine,CELL
"Raven Rock, Mine Entrance",0148053F,RavenSRockVSMineSEntrance,CELL
"Raven Rock, North Storehouse",01480540,RavenSRockVSNorthSStorehouse,CELL
"Raven Rock, Sabinus Oranius' House",01480541,RavenSRockVSSabinusSOraniusASHouse,CELL
"Raven Rock, Sados Relothan's House",01480542,RavenSRockVSSadosSRelothanAsSHouse,CELL
"Raven Rock, Seler Favelnim's House",01480543,RavenSRockVSSelerSFavelnimAsSHouse,CELL
"Raven Rock, Smith",01480544,RavenSRockVSSmith,CELL
"Raven Rock, South Storehouse",01480545,RavenSRockVSSouthSStorehouse,CELL
"Raven Rock, SouthEast Storehouse",01480546,RavenSRockVSSouthEastSStorehouse,CELL
"Raven Rock, Supply Ship",01480547,RavenSRockVSSupplySShip,CELL
"Raven Rock, Trader",01480548,RavenSRockVSTrader,CELL
"Raven Rock, Uryn Maren's House",01480549,RavenSRockVSUrynSMarenAsSHouse,CELL
"Raven Rock, Vacant House",0148054A,RavenSRockVSVacantSHouse,CELL
Raviro Ancestral Tomb,014802F4,RaviroSAncestralSTomb,CELL
Rayna Drolan's Shack,014802F5,RaynaSDrolanAsSShack,CELL
Reapers Sprawl,00033B5E,OblivionMqKvatchSmallTower01,CELL
Reapers Sprawl,00053F3E,OblivionRD006TowerRight,CELL
Reapers Sprawl,00099D90,OblivionRD007SmallTower02,CELL
Red Diamond Jewelry,0002C169,ICMarketDistrictRedDiamondJewelry,CELL
Red Diamond Jewelry Basement,00049E27,ICMarketDistrictRedDiamondJewelryBasement,CELL
Red Diamond Jewelry Private Quarters,0004BF93,ICMarketDistrictRedDiamondJewelryUpstairs,CELL
Red Ruby Cave,000149A7,RedRubyCave,CELL
Red Ruby Hollows,000A794E,RedrubyCave02,CELL
Redas Ancestral Tomb,014802F6,RedasSAncestralSTomb,CELL
Redas Dalvilu's House,0009133D,BleakersWayRedasDalvilusHouse,CELL
Redguard Valley Cave,0002AA11,RedguardValleyCave,CELL
Redoran interior,014802F7,RedoranSinterior,CELL
Redoran interior2,014802F8,RedoranSinterior2,CELL
Redwater Slough,00014990,RedwaterSlough,CELL
Reedstand Canyon,000A794F,ReedstandCave02,CELL
Reedstand Cave,000149A8,ReedstandCave,CELL
Regner's House,000302E3,BrumaRegnersHouse,CELL
Relan's House,000158AE,SEFellmoorRelansHouse,CELL
Releth Ancestral Tomb,014802F9,RelethSAncestralSTomb,CELL
Reloth Ancestral Tomb,014802FA,RelothSAncestralSTomb,CELL
Reman Broder's House,00027D4E,SkingradRemanBrodersHouse,CELL
"Remote Shipwreck, Cabin",014802FB,RemoteSShipwreckVSCabin,CELL
"Remote Shipwreck, Lower Level",014802FC,RemoteSShipwreckVSLowerSLevel,CELL
"Remote Shipwreck, Upper Level",014802FD,RemoteSShipwreckVSUpperSLevel,CELL
Rendil Drarara's House,00012315,SENSRendilDrararasHouse,CELL
Rendil Drarara's House Upstairs,00012314,SENSRendilDrararasHouseUpstairs,CELL
Rending Halls,00056199,MQ10BrumaHall01,CELL
Rending Halls,000230EA,MS13OblivionHall01,CELL
Rending Halls,0001D0C7,OblivionMqKvatchCitadelHall01,CELL
Rending Halls,000489B5,OblivionRD002Hall01,CELL
Rending Halls,0004F082,OblivionRD004CitadelMainHall01,CELL
Rending Halls,00051DD3,OblivionRDCitadel01Hall01,CELL
Rending Halls,0003E510,OblivionRDCitadel02Hall01,CELL
Rending Halls,0004E4DE,OblivionRDCitadel03Hall01,CELL
Rending Halls,0004C9BE,OblivionRDCitadel04Hall01,CELL
Renoit's Books,00000808,ChorrolRenoitsBooks,CELL
Rethan Manor,014802FE,RethanSManor,CELL
"Rethan Manor, Berendas' House",014802FF,RethanSManorVSBerendasASHouse,CELL
"Rethan Manor, Drelas' House",01480300,RethanSManorVSDrelasASHouse,CELL
"Rethan Manor, Gols' House",01480301,RethanSManorVSGolsASHouse,CELL
"Rethan Manor, Tures' House",01480302,RethanSManorVSTuresASHouse,CELL
Rethandus Ancestral Tomb,01480303,RethandusSAncestralSTomb,CELL
Reynald Jemane's Basement,0002602F,ChorrolReynaldJemanesBasement,CELL
Reynald Jemane's House,00000829,ChorrolReynaldJemanesHouse,CELL
Ri'bassa's House,00031569,BorderWatchRibassasHouse,CELL
Rickety Mine,00015C39,RicketyMine,CELL
Rickety Mine Bottom Section,0005F488,RicketyMine02,CELL
Rielle,00016639,Rielle,CELL
Rimalus Bruiant's Basement,0001DB7C,ChorrolRimalusBruiantsBasement,CELL
Rimalus Bruiant's House,0000080D,ChorrolRimalusBruiantsHouse,CELL
